furthermore|rb: 36
wink|vb: 3
humor|vb: 3
mailed|vbd: 3
drain|nn: 9
annoying|jj: 5
heavier|rbr: 1
hairy|jj: 5
creep|nn: 3
skepticism|nn: 5
showed|vbn: 3
mediums|nns: 4
esp|np: 1
vividly|rb: 9
survival|nn-tl: 2
esp|nn: 3
j|nn: 1
foundation's|nn$: 1
correct|jj-tl: 1
hit|nn-tl: 1
incorrect|jj-tl: 1
doubtful|jj-tl: 1
especially|ql-tl: 1
significant|jj-tl: 1
hits|nns-tl: 1
skimmed|vbn: 3
flapping|vbg: 4
pops|np: 10
pint|nn: 13
swallow|nn: 4
UNK|at: 2
set-up|nn: 3
scoop|nn: 4
murder|nn-tl: 1
by|in-tl: 2
wearing|vbg-tl: 1
lemon|nn-tl: 1
colored|vbn-tl: 1
gloves|nns-tl: 1
wait|vb-nc: 1
dead|ql: 1
stakes|nns: 2
fingerprints|nns: 4
bout|nn: 4
mattered|vbn: 1
safe|nn: 7
radic|np: 4
flushed|vbd: 1
flip|vb: 3
flat|ql: 1
doris|np: 5
chattering|nn: 2
hinted|vbd: 1
roadside|nn: 4
fragrance|nn: 6
adios|fw-uh: 1
rainbow|nn: 2
windshield|nn: 6
shrieked|vbd: 4
grossly|rb: 3
sweetly|rb: 6
fumes|nns: 5
chrome|nn: 4
roebuck|np: 9
squeezing|vbg: 4
UNK|ppss+bem: 1
UNK|nr: 2
UNK|to+vb: 2
UNK|pp$: 7
sante|np: 5
fe|np: 7
an|cc: 12
UNK|md: 19
corporal|nn-tl: 2
UNK|dod*: 2
UNK|in+ppo: 1
somebody|pn-tl: 1
ma'am|nn-tl: 3
getting|nn: 2
UNK|bed: 1
UNK|hvg: 3
ah|ppss: 7
uh|in: 1
UNK|*: 3
ah|ber: 1
UNK|in+in: 1
yeah|nn: 1
UNK|do*: 1
UNK|dt+bez: 1
UNK|do+ppss: 1
kindly|rb: 3
UNK|rb-nc: 2
wrecking|vbg: 5
fencing|nn: 3
roar|vb: 1
wanna|vb+at: 2
doubling|vbg: 7
spanish|np: 5
vanishing|vbg: 4
foamed|vbd: 1
loosened|vbn: 3
burr|nn: 2
metabolite|nn: 6
hydrolysis|nn: 5
liberated|vbd: 1
studies|nns-hl: 3
mammalian|jj: 5
enzyme|nn: 6
albumin|nn: 10
modified|vbn-hl: 2
fibrous|jj-hl: 1
proteins|nns-hl: 2
a.|nns: 1
microns|nns: 5
extraction|nn: 5
chromatography|nn: 8
electrophoresis|nn: 4
vitro|nn: 4
vivo|nn: 4
instruments|nns-tl: 1
substance|nn-tl: 2
z|np-tl: 1
seed|nn-hl: 1
mechanics|nn-hl: 1
theory|nn-hl: 2
fluids|nns-hl: 1
functional|nn: 1
gradients|nns: 5
mathematics|nn-tl: 1
carnegie|np-tl: 3
viscoelastic|jj-hl: 1
polyethylene|nn: 4
trace|nn-hl: 1
elements|nns-hl: 2
tektites|nns-hl: 1
meteorites|nns-hl: 1
related|vbn-hl: 1
tektites|nns: 4
gallium|nn: 6
germanium|nn: 8
lunar|jj: 10
volatile|jj: 5
melting|nn: 2
meteorites|nns: 7
desert|nn-tl: 4
melt|vb: 4
meteoritic|jj: 7
inorganic|jj-hl: 1
solvent|nn: 5
structure|nn-hl: 3
elasticity|nn-hl: 1
networks|nns-hl: 1
chain|nn-hl: 2
chains|nns-hl: 1
polymers|nns: 3
polymers|nns-hl: 1
contraction|nn-hl: 1
muscle|nn-hl: 1
mixtures|nns: 4
onset|nn: 15
anionic|jj-hl: 1
polymerization|nn-hl: 1
warmed|vbn: 4
hospitals|nns-tl: 2
precipitated|vbd: 3
birth-control|nn: 4
flared|vbn: 2
erupted|vbn: 2
including|vbg: 4
divisive|jj: 5
parenthood|nn: 3
exempt|jj: 4
sanctions|vbz: 2
author|nn-tl: 2
contraceptives|nns: 4
united|vbd: 3
prohibition|nn-tl: 3
sincerely|rb: 7
contraception|nn: 4
conferences|nns-tl: 3
mirror|vb: 1
ratified|vbd: 1
commended|vbd: 1
radical|nn: 7
someplace|rb: 5
feathertop|np: 12
midge|np: 4
rattling|nn: 1
curly|jj: 5
cappy|np: 12
tops|nns: 7
screwed|vbd: 1
connoisseur|nn: 3
tucked|vbd: 4
slug|vb: 2
where'd|wrb+dod: 3
immensely|ql: 4
UNK|wrb+dod*: 1
c'mon|vb+rp: 1
UNK|wdt+ber: 1
kitty's|np$: 1
UNK|md+hv: 7
kitty's|np+bez: 4
UNK|ppss+vb: 2
lucy|nn: 1
flooring|nn: 7
drained|vbd: 3
scream|nn: 5
audible|jj: 4
cocked|vbn: 2
stud|nn: 6
yalta|np: 10
yalta|np-tl: 4
rhine|np: 5
front|nn-tl: 2
curzon|np-tl: 2
border|nn: 14
stalin|np: 14
boiled|vbd: 1
russians|nps-tl: 1
curzon|np: 3
commons|nns-tl: 3
marshes|nns-tl: 1
poles|nps: 4
government|nn-hl: 4
lublin|np-tl: 3
liberated|vbn-hl: 2
europe|np-hl: 1
collaborated|vbn: 4
broadly|rb: 4
unfriendly|jj: 6
pattern|vb: 1
aberrations|nns: 5
corresponded|vbd: 4
truman|np-tl: 1
writ|nn: 5
papers|nns-tl: 1
origin|nn-hl: 2
automobile|nn-hl: 3
practices|nns-hl: 5
state-owned|jj: 12
centralized|vbn: 8
excise|nn: 4
vehicle|nn-hl: 2
purchase|nn-hl: 3
assignment|nn-hl: 4
traded|vbn: 5
economy|jj: 1
garage|vb: 1
mileage|nn-hl: 1
allowances|nns-hl: 2
$.07|nns: 3
regulations|nns-tl: 1
travel|nn-hl: 1
background|nn-hl: 1
registry|nn-tl: 4
motor|nn-tl: 3
vehicles|nns-tl: 1
history|nn-hl: 1
operation|nn-hl: 3
motor|nn-hl: 1
pool|nn-hl: 1
rotary|jj: 3
mechanized|vbn: 5
contracts|vbz: 4
antiquated|jj: 1
purchasing|vbg-hl: 1
purchases|nns-tl: 1
ultracentrifugation|nn: 4
elution|nn: 4
abo|nn: 5
rh|nn: 5
morrison|np: 4
ph|nn: 7
anti-a|jj: 4
anti-b|jj: 4
sober|np: 3
peterson|np: 8
donors|nns: 5
antibody|nn: 12
titers|nns: 4
coombs|np: 9
donor|nn: 5
homozygous|jj: 5
agglutination|nn: 4
centrifuged|vbn: 7
min|nn: 5
hr|nn: 7
injecting|vbg: 5
chromatography|nn-hl: 1
750|cd: 4
dialysis|nn: 12
cm|nn: 12
n|g: 1
230|cd: 4
mesh|nn: 2
isotonic|jj: 4
concave|jj: 4
flask|nn: 5
du|nn: 1
paper|nn-hl: 1
electrophoresis|nn-hl: 1
spinco|np: 4
UNK|cell: 1
run|chamber: 1
ultracentrifugation|nn-hl: 1
agglutinin|nn: 6
binding|nn: 9
regions|nns-tl: 5
region|nn-tl: 5
fraction|nn-tl: 3
af|nn-tl: 2
well|vb: 4
leave|nn-hl: 1
extend|vb-hl: 2
speaker|nn-hl: 2
pro|in-hl: 1
hon.|jj-tl-hl: 4
joseph|np-hl: 1
p.|np-hl: 1
notably|ql: 3
member|nn-tl: 4
humbly|rb: 3
wayne|np-hl: 1
l.|np-hl: 1
hays|np-hl: 2
melvin|np-hl: 1
price|np-hl: 2
illinois|np-hl: 1
texan|np: 3
connecticut|np-hl: 1
ship|nn-tl: 1
gruff|jj: 4
communicating|nn: 1
lapse|vb: 1
hebephrenic|jj: 7
cast|vbd: 4
fragmented|vbn: 3
poorly|ql: 3
prominently|ql: 1
humbly|ql: 1
thank|vb-nc: 1
schizophrenic|jj: 5
you're|ppss+ber-n: 1
welcome|jj-nc: 1
bid|vbn: 1
healing|vbg: 3
sufferer|nn: 4
condensation|nn-hl: 1
stereotyped|vbn: 5
want|vb-nc: 1
home|nr-nc: 1
hello|uh-nc: 1
farewell|uh-nc: 1
schizophrenic|nn: 1
neurotic|nn: 1
sorted|vbn: 3
unconscious|nn: 3
poynting-robertson|np: 5
spiral|vb: 1
radial|jj: 4
micrometeorites|nns: 5
replenish|vb: 4
micrometeorite|nn-hl: 2
flux|nn-hl: 4
guess|nn: 3
micrometeorite|nn: 6
sensors|nns: 6
meteors|nns: 4
extrapolated|vbn: 4
spatial|jj: 10
sediments|nns: 4
statistically|rb: 3
alpha|np: 6
explorer|nn-tl: 1
eta|np: 4
calibration|nn: 6
diurnal|jj: 5
7|2: 2
pioneer|nn-tl: 2
spheres|nns: 3
meteorite|nn: 6
5-1|cd-tl: 2
UNK|ap: 5
observational|jj: 4
best|np: 3
indications|nns-hl: 1
current|jj-hl: 2
appropriation|nn: 4
trades|nns: 8
aggregate|nn: 1
7.5|cd: 4
production|nn-tl: 1
manpower|nn-tl: 1
relation|nn-hl: 1
industry|nn-hl: 5
ad|fw-in: 6
UNK|fw-dt: 2
subsidize|vb: 4
focus|nn-hl: 2
programs|nns-hl: 2
solely|ql: 2
occupational|jj: 6
shortsighted|jj: 5
proposals|nns-hl: 1
shock|nn-hl: 1
wave|nn-hl: 1
africa|np-hl: 1
cease-fire|nn: 7
monument|nn-hl: 1
graves|np-tl: 2
tract|nn-tl: 2
allotted|vbd: 2
interama|np: 4
report|nn-hl: 2
good|jj-hl: 3
documented|vbd: 1
singer|np: 2
arisen|vbn: 4
remains|vbz-hl: 2
aging|vbg: 4
adenauer|np: 4
brandt|np: 10
resolve|nn: 1
berlin's|np$-tl: 1
firmness|nn: 4
better|jjr-hl: 3
before|cs-hl: 1
joining|vbg-hl: 1
stanley|np: 34
rewrite|vb: 2
advocate|vb: 4
capitalize|vb: 4
bars|vbz: 3
closed|vbn-hl: 1
doors|nns-hl: 1
hall|nn-hl: 1
plug|vb: 2
UNK|uh-hl: 1
flourished|vbd: 5
label|vb: 1
sensibly|rb: 4
flourishes|nns: 2
corrected|vbd: 3
calvin|np: 4
coolidge|np: 26
fighter|nn: 9
un|nn-hl: 1
off|in-hl: 1
congo|np-hl: 1
track|nn-hl: 1
jungle|nn: 18
telegraphers|nns-tl: 1
attrition|nn: 5
meditations|nns-hl: 1
fallout|nn-hl: 2
humidity|nn: 8
scarcely|ql: 3
bang|nn: 3
propel|vb: 4
fools|nns: 5
algerian|np: 1
ten|cd-tl: 1
recruit|nn: 1
incompetence|nn: 4
customer|nn-hl: 2
loses|vbz-hl: 2
again|rb-hl: 3
barge|nn: 4
board's|nn$: 4
regulatory|jj: 5
populated|vbd: 1
rightly|ql: 1
unfolds|vbz: 4
disintegration|nn: 5
proctor|np: 1
marvel|vb: 3
rightly|rb: 3
ken|nn: 2
positive|nn: 1
actually|ql: 1
potency|nn: 6
casts|vbz: 3
spirit|nn-hl: 1
diversified|vbn: 4
marketable|jj: 4
professions|nns: 5
vocational|jj-hl: 1
education|nn-hl: 4
using|jj-nc: 2
vocational|nn: 1
academic|nn: 3
graduates|vbz: 3
shading|nn: 2
objects|vbz: 2
dunbar|np-tl: 2
slum|nn: 8
redevelopment|nn: 1
dunbar|np: 2
114|cd-tl: 3
attendant|nn: 7
bug|nn: 3
shadowing|nn: 1
rains|vbz: 1
shadow|vb: 2
beep|nn: 4
shadowing|vbg: 4
sudden|nn: 1
swim|vb-tl: 1
tan|vb-tl: 1
motel|nn-tl: 4
tom|np-tl: 1
counter|nn: 24
dodge|nn: 2
checking|vbg: 4
park|vb: 1
flush|vb: 1
telephone|vb: 1
drive-in|nn: 3
lots|ql: 1
molded|vbd: 1
800|cd: 11
plate|nn-tl: 1
aegean|np-hl: 1
800|cd-hl: 1
b.c.|np-tl: 1
aegean|jj: 6
transmuted|vbn: 4
vase|nn: 4
motifs|nns: 5
attic|jj: 1
iliad|np: 5
plagued|vbn: 2
pantheon|nn: 2
early|jj-hl: 1
eighth|od-hl: 1
century|nn-hl: 1
dawn|nn-tl: 1
swirling|vbg: 4
ripe|jj-tl: 3
pottery|nn-hl: 1
strong|jj-tl: 1
plates|nns-tl: 1
11|cd-tl: 2
soybean|nn: 5
soybeans|nns: 6
edible|jj: 5
feeds|nns: 4
peanut|nn: 6
roasted|vbn: 4
barley|nn: 6
milling|nn: 2
cereals|nns: 4
crushing|nn: 1
oilseeds|nns: 4
mint|nn: 7
paints|vbz: 4
sesame|nn: 6
rape|nn: 1
protects|vbz: 4
shea|nn: 1
starch|nn: 4
textile|nn: 24
locust|nn: 6
bean|nn: 4
cultivation|nn: 4
brands|nns: 4
fibers|nns: 23
fibrous|jj: 4
packaged|vbn: 6
covering|nn: 2
brazil|nn: 2
hickory|nn: 2
predominantly|ql: 2
totals|vbz: 3
nutmeg|nn: 4
ink|nn: 6
islanders|nns: 1
ailments|nns: 6
medicines|nns: 5
nutrients|nns: 5
dill|nn: 1
snack|nn: 6
extracts|nns: 3
fermented|vbn: 4
sake|fw-nn: 6
beverage|nn: 5
rye|nn: 2
baking|vbg: 3
whistle|nn: 3
confided|vbn: 1
traps|nns: 7
cults|nns: 4
welcoming|vbg: 5
caressed|vbd: 3
persisted|vbn: 2
dwarf|vb: 2
focused|vbd: 5
whistle|vb: 1
nowhere|nn: 4
interfered|vbn: 1
intertwined|vbd: 1
whispered|vbn: 3
bewildered|vbn: 5
greedy|jj: 5
grove|nn: 7
pungent|jj: 4
sensed|vbn: 1
enclosed|vbd: 3
clutched|vbn: 2
sucked|vbd: 4
truth|nn-tl: 2
geology|nn: 4
astronomy|nn: 24
higher|jjr-tl: 3
criticism|nn-tl: 1
bridge|vb: 4
gospel|nn-tl: 2
word|nn-nc: 1
genesis|nn-tl: 1
reign|vb: 1
lord's|np$: 7
prophet|nn-tl: 1
UNK|wps: 5
thunder|vb: 2
psalm|nn-tl: 3
34|cd-tl: 2
psychical|jj: 4
tactual|jj: 8
kinesthetic|jj: 4
confused|vbd: 4
blots|nns: 3
piece|vb: 1
dots|nns: 10
rourke|np: 19
shayne|np: 27
scotty's|np$-tl: 2
timothy|np: 11
boulevard|nn-tl: 7
felice|np: 4
peralta|np: 4
las|fw-at-tl: 1
suspects|vbz: 4
lounge|nn: 5
crane|vb: 1
half-way|rb: 2
geely|np: 7
perrin|np: 6
circle|vb: 2
interview|vb: 1
cognac|nn: 4
bourbon|np: 3
booth|nn: 4
automatic|nn: 1
cold|rb: 2
sprinkled|vbd: 3
liberally|rb: 4
angle|vb: 1
mailboxes|nns: 4
harvey|np-tl: 8
sailed|vbn: 3
fifteenth|od-tl: 2
28th|od: 5
anchored|vbd: 1
berth|nn-tl: 1
explosive|nn: 1
ammo|nn: 4
axis|nn-tl: 4
silence|vb: 1
inhumane|jj: 4
airfields|nns: 6
shower|vb: 2
chemical|jj-tl: 2
cargo|nn-tl: 1
officer|nn-tl: 4
capt.|nn-tl: 5
jenks|np: 5
reconnaissance|nn: 9
ensign|nn-tl: 3
vesole|np: 5
whispering|nn: 1
2|c: 1
1|c: 2
port|jj: 2
unloaded|vbn: 4
envy|vb: 3
deck|nn-tl: 1
cadet|nn-tl: 2
musmanno|np: 4
bugs|nns: 3
olive|nn: 2
civilian|nn: 8
flares|nns: 5
airports|nns: 4
shine|vb: 2
lash|vb: 4
clambered|vbd: 6
holds|nns-tl: 1
revolved|vbn: 1
dow|np: 4
crawled|vbn: 2
staggering|vbg: 3
sole|nn: 2
haunted|vbd: 2
keep|nn: 3
juan|np: 6
wife's|nn+bez: 1
doc|nn: 1
hardy|np: 36
max|np-tl: 1
seeing|vbg-tl: 1
rise|vb-tl: 1
struggled|vbd: 7
hardy's|np$: 15
circumstance|nn-tl: 3
poems|nns-tl: 5
1912|cd-tl: 2
past|nn-tl: 1
present|nn-tl: 1
laughing|vbg-tl: 1
stocks|nns-tl: 1
moments|nns-tl: 1
vision|nn-tl: 1
tally|vb: 2
who's|wps+bez-tl: 1
1868|cd: 5
christmas|np-tl: 2
1891|cd: 4
narrowing|vbg: 3
gardener|nn: 4
revulsion|nn-tl: 4
neutral|jj-tl: 5
tones|nns-tl: 5
asserts|vbz: 5
during|in-tl: 1
wind|nn-tl: 2
rain|nn-tl: 2
far|rb-tl: 1
crowd|nn-tl: 1
speaker's|nn$: 1
peculiarly|ql: 3
periodicals|nns: 5
collected|vbn-tl: 1
dog|nn-tl: 5
flood|nn-tl: 2
mail|nn-tl: 3
burlington|np: 5
montpelier|np: 7
jenny|np: 8
towne|np: 4
barre|np: 4
infantry|nn-tl: 3
runways|nns: 4
barre|np-tl: 1
concord|np-tl: 1
inaugurated|vbn: 3
backers|nns: 4
waco|np: 5
UNK|hp: 1
haul|nn: 2
aide|nn-tl: 1
postmaster|nn-tl: 4
winooski|np: 2
somers|np: 1
bundle|vb: 1
felt|nn: 1
weather|nn-tl: 3
flyer|nn: 3
burlington|np-tl: 1
supervised|vbn: 1
overcast|nn: 8
exchanged|vbd: 2
return|jj: 2
merrimack|np-tl: 3
flight|nn-tl: 3
ground|nn-tl: 1
approach|nn-tl: 1
nose|vb: 1
snowy|jj: 4
cup|vb: 1
address|vb: 8
pozzatti|np: 5
entitle|vb: 5
shake|nn: 2
cherished|vbd: 4
chance|jj: 1
cherry|nn: 1
abstract|jj-tl: 2
realism|nn-tl: 1
acutely|rb: 2
prize|vb: 1
spat|vb: 1
hook|nn: 3
broadcast|vbd: 1
noticing|vbg: 5
salvage|vb: 2
negligence|nn: 4
illuminated|vbd: 1
filtered|vbd: 1
deed|vb: 1
UNK|rbt: 3
annoyed|vbd: 1
despair|vb: 1
issuing|vbg: 4
concealed|vbd: 1
littered|vbd: 1
lo|np-hl: 2
shu|np-hl: 2
expression|nn-hl: 1
centrality|nn-hl: 1
chinese|jj-tl: 1
dynasty|nn: 5
burning|nn: 5
han|np: 8
lo|np: 19
shu|np: 19
yang|np: 11
yin|np: 7
centrality|nn-tl: 3
twin|jj: 1
han|np-tl: 1
mirrors|nns: 1
rulers|nns-tl: 1
metals|nns-tl: 1
colors|nns-tl: 1
tastes|nns-tl: 1
odors|nns-tl: 1
notes|nns-tl: 2
bodily|jj-tl: 1
elements|nns-tl: 1
near|jj-tl: 1
exerted|vbd: 2
designated|vbd: 3
assigned|vbd: 2
yin|np-hl: 1
yang|np-hl: 1
tao|np: 4
influenced|vbd: 1
nine|cd-tl: 2
equated|vbd: 3
resistant|jj: 4
southeast|nr-tl: 1
northeast|nn-tl: 1
atmospheres|nns: 5
eclipses|nns: 4
venus|np: 11
jupiter|np: 9
black-body|nn: 4
radiator|nn: 4
deduced|vbd: 2
3-1|2: 3
full|jj-tl: 2
sample|vb: 1
3.15|cd: 4
mayer|np: 5
sloanaker|np: 5
reflector|nn: 5
intensities|nns: 5
interferometer|nn: 3
2.1|cd-hl: 1
observations|nns-hl: 1
mm|nn: 5
maria|fw-nns: 1
cool|vb: 7
mare|fw-nn-tl: 1
berlin|np-hl: 1
remain|vb-hl: 1
divided|vbn-hl: 1
ministers|nns-tl: 3
gun|vb: 1
unarmed|jj: 4
prairie|nn-tl-hl: 1
national|jj-tl-hl: 1
park|nn-tl-hl: 1
northeast|jj: 2
prairie|nn-tl: 3
grasslands|nns: 1
whisky|nn-hl: 1
air|nn-hl: 2
communications|nns-tl: 2
ban|vb: 1
distilled|vbn-tl: 2
spirits|nns-tl: 2
downed|vbn: 3
UNK|nps$-hl: 1
faction|nn: 5
ills|nns: 6
party|vb: 1
big|jj-hl: 3
en|fw-in: 4
route|fw-nn: 4
seato|nn: 5
numbers|vbz: 1
shore|vb: 1
vote|nn-hl: 1
educational|jj-hl: 2
tv|nn-hl: 1
subcommittee|nn: 4
sponsors|nns: 7
chlorine|nn: 31
photochemical|jj: 5
quantum|nn: 5
yield|nn: 19
yields|nns: 2
activation|nn: 7
tetrachloride|nn: 19
intermediates|nns: 2
radicals|nns: 4
trace|jj: 2
pyrex|np: 5
chloride|nn: 5
manifold|nn: 11
sealing|vbg: 3
solved|vbd: 1
reaction|nn-hl: 4
conditions|nns-hl: 2
tubing|nn: 6
cm.|nns: 7
mm.|nn: 4
thermostat|nn: 6
20%|nn: 5
iodide|nn: 8
correction|nn: 3
thermal|jj-hl: 2
0.4|cd: 4
liquid|jj-hl: 1
phase|nn-hl: 2
photochemical|jj-hl: 2
spectral|jj: 6
exchange|nn-hl: 1
gas|nn-hl: 1
help|nn-hl: 3
achieves|vbz: 4
matter|nn-hl: 1
survival|nn-hl: 1
spark|vb: 2
healed|vbn: 3
organizations|nns-tl: 2
teamsters|nns-tl: 1
deterrent|nn-hl: 1
surpluses|nns: 4
supports|nns: 6
$1.1|nns: 4
what's|wdt+bez-hl: 1
wrong|jj-hl: 1
betting|vbg-hl: 1
betting|vbg: 2
anticipated|vbd: 4
keel|nn: 5
blamed|vbn: 2
little|ap-hl: 1
resistance|nn-hl: 3
bottom|nn-hl: 1
sighted|vbn-hl: 1
upturn|nn: 7
cabinet|nn-tl: 5
reserve|nn-tl: 11
board's|nn$-tl: 1
new|jj-tl-hl: 2
too|rb-hl: 1
udall|np: 6
nest|vb: 1
dunes|nns: 7
glamor|nn: 4
quest|nn-hl: 1
fundamentalist|jj: 2
declines|nns: 2
odd-lot|nn: 17
securities|nns: 7
la|np-tl: 5
merchandise|nn-tl: 1
chart|vb: 1
bushels|nns: 4
trader|nn: 6
trades|vbz: 1
cynical|jj: 9
selling|nn: 2
aggregate|jj: 6
notwithstanding|in: 3
tops|vbz: 1
minus|in: 4
movers|nns: 4
unload|vb: 6
few|ap-nc: 1
helps|nns-tl: 1
technique|nn-tl: 1
roleplaying|nn: 16
impersonal|jj-hl: 1
purposes|nns-hl: 1
unexplored|jj: 4
evaluation|nn-hl: 2
antagonists|nns: 4
man|vb: 3
sparkle|nn: 4
supervisor|nn: 3
enrolled|vbd: 1
true|jj-nc: 1
false|jj-nc: 1
say|vb-nc: 1
upset|vb: 2
totaled|vbn: 1
summary|nn-hl: 2
freeze|vb: 5
10|cd-tl-hl: 1
programing|nn: 5
can|md-hl: 2
help|vb-hl: 3
third|rb: 5
use|vb-hl: 2
common|jj-hl: 2
sense|nn-hl: 1
applying|vbg-hl: 1
recipient|jj: 1
encouraging|vbg-hl: 2
self-help|nn-hl: 4
stressing|vbg-hl: 1
incentives|nns: 4
aid|nn-hl: 4
advice|nn-hl: 1
interference|nn-hl: 1
genuinely|rb: 2
effective|jj-hl: 1
resources|nns-hl: 3
reduction|nn-hl: 1
dependence|nn-hl: 1
infant|jj: 1
spur|vb: 3
tapping|vbg-hl: 1
energies|nns-hl: 1
entire|jj-hl: 1
population|nn-hl: 1
honesty|nn-hl: 1
favoritism|nn: 4
position|nn-hl: 1
long-term|nn-hl: 4
approach|nn-hl: 3
focusing|nn: 1
most|ap-hl: 1
go|vb-hl: 1
those|dts-hl: 1
nearing|vbg-hl: 1
gradually|rb-hl: 1
others|nns-hl: 3
move|vb-hl: 2
up|rp-hl: 4
same|ap-hl: 1
level|nn-hl: 1
self-sustaining|jj: 5
specific|jj-hl: 1
even|nil: 1
years|nil: 1
before|nil: 1
construction|nil: 1
can|nil: 1
thus|nil: 1
as|nil: 1
development|nil: 1
program|nil: 1
is|nil: 1
being|nil: 1
launched|nil: 1
commitments|nil: 1
and|nil: 3
obligations|nil: 1
must|nil: 1
be|nil: 2
entered|nil: 1
into|nil: 3
in|nil: 3
given|nil: 1
year|nil: 2
which|nil: 1
may|nil: 1
exceed|nil: 1
by|nil: 1
twofold|nil: 1
or|nil: 1
the|nil: 3
expenditures|nil: 1
to|nil: 3
made|nil: 3
that|nil: 1
plan|vb-hl: 1
country|nn-hl: 1
providing|vbg-hl: 1
incentive|nn-hl: 1
supplier|nn: 6
island|nn-tl-hl: 2
tax|vb: 5
problems|nns-hl: 7
taxing|vbg-hl: 3
personal|jj-hl: 3
situs|nn: 4
situs|nn-hl: 1
taxable|jj: 7
accorded|vbn: 4
assessment|nn-hl: 1
value|nn-hl: 2
expenditure|nn-tl: 1
fiscal|jj-tl: 1
boats|nns-hl: 2
officials|nns-tl: 2
narragansett|np: 2
westerly|np: 2
electoral|jj: 11
vitally|rb: 3
istiqlal|np: 10
may|np-tl: 5
liberties|nns-tl: 1
radio|nn-tl: 7
postponed|vbd: 1
multiplied|vbd: 2
balafrej|np: 4
harassed|vbd: 2
balafrej|np-tl: 1
ibrahim|np: 4
personnel|fw-jj: 1
u.n.f.p.|np: 5
national|fw-jj-tl: 1
des|fw-in+at-t: 2
forces|fw-nns-tl: 2
backing|nn: 3
communal|jj: 4
biological|jj-hl: 1
warfare|nn-hl: 1
bw|nn: 5
incubation|nn: 4
infections|nns: 5
alveolar|jj: 9
alveoli|nns: 4
aerosol|nn: 7
dosage|nn: 4
gallons|nns: 6
ulcer|nn: 5
acutely|ql: 3
placid|jj-tl: 2
nutrition|nn: 7
improved|vbn-hl: 2
farming|vbg-hl: 1
frost|nn: 3
organic|jj-tl: 1
nutrition|nn-tl: 1
folly|nn-tl: 4
compost|nn: 8
manure|nn: 6
scoop|vb: 1
delicious|jj: 4
cabbage|nn: 4
mulch|nn: 6
whole-wheat|nn: 6
homemade|jj-hl: 1
bread|nn-hl: 1
prompt|jj: 6
grinding|nn: 1
cereal|nn-hl: 1
remark|vb: 2
deserts|nns: 3
sprayed|vbn: 3
apples|nns: 6
natural|jj-tl: 1
associates|nns-tl: 1
ship|vb: 6
wholesome|jj-hl: 1
candy|nn-hl: 1
chewing|nn: 3
bulletin|nn: 7
packages|nns: 6
outdoor|jj-hl: 1
exercises|nns-hl: 1
UNK|jjr-hl: 1
children|nns-hl: 4
sane|jj-tl: 3
fromm's|np$: 15
capitalist|nn: 4
subgroups|nns: 7
relies|vbz: 4
berle|np: 4
private|jj-tl: 1
infrequent|jj: 4
analysts|nns: 6
opinion|nn-tl: 1
alienation|nn-nc: 2
various|jj-tl: 1
quotes|vbz: 4
capitalism|nn-nc: 1
evangelism|nn: 6
lay|jj-tl: 2
evangelism|nn-tl: 2
responsibility|nn-tl: 1
list|nn-tl: 1
membership|nn-tl: 4
preparation|nn-tl: 2
assimilation|nn-tl: 1
membership|nn-hl: 2
local|jj-tl: 2
fourth|od-hl: 1
important|jj-hl: 1
suggestions|nns-hl: 1
lord's|np$-tl: 4
means|vbz-tl: 2
join|vb-tl: 2
duties|nns-tl: 1
loyalty|nn-tl: 1
about|in-hl: 2
transfers|nns-hl: 1
reception|nn-hl: 1
church|nn-tl-hl: 1
fellowship|nn-tl-hl: 1
assimilation|nn-hl: 1
members|nns-hl: 2
rankin|np: 9
barton|np: 25
powers|np: 6
froze|vbd: 1
hitch|nn: 4
dill|np: 11
kruger|np: 5
grass|nn-tl: 1
road's|nn$: 4
morgan's|np$-tl: 1
cap|np: 7
two|cd-hl: 5
juan|np-tl: 1
fuse|nn: 2
hague|np: 9
crumpled|vbd: 1
pits|nns: 4
kodyke|np: 7
dread|jj: 1
deja|fw-rb: 7
vue|fw-vbn: 7
seemingly|ql: 3
something|pn-tl: 1
about|in-tl: 2
myself|ppl-tl: 1
westminster|np-tl: 2
wakeful|jj: 4
interpretation|nn-tl: 3
embraces|vbz: 3
bombing|vbg: 3
glibly|rb: 4
comprised|vbn: 5
theory|nn-tl: 1
representative|jj-tl: 1
solitary|nn: 1
deserts|vbz: 2
tired|vbd: 4
treasure|nn: 3
bel|np: 1
incorrect|jj: 4
gradient|jj: 1
depew|np: 4
boris|np-tl: 1
mussorgsky|np: 7
reserves|vbz: 1
phrasing|nn: 2
boris|np: 9
pimen|np: 5
varlaam|np: 4
rangoni|np: 6
monk|nn: 13
quieter|jjr: 4
characterizes|vbz: 4
accompaniment|nn: 8
labored|vbn: 2
charm|vb: 2
arresting|jj: 3
rebels|vbz: 1
princess|nn: 4
orders|vbz: 1
mityukh|np: 5
replies|vbz: 2
files|vbz: 1
over|jj: 3
orchestral|jj: 3
fear|nn-tl: 1
flock|vb: 1
psalmist|nn: 5
mine|pp$: 1
psalm|nn: 1
UNK|hvz: 3
fondly|rb: 4
UNK|rp: 1
plumb|ql: 4
helpfully|rb: 4
westerly|jj: 2
wildcat|nn: 3
whatsoever|wps: 3
vs.|in-tl: 1
