furthermore|rb: 0.0010200034000113333
des|fw-in+at-t: 1.0
forces|fw-nns-tl: 0.0625
backing|nn: 2.0256720166915374e-05
communal|jj: 6.442364992188632e-05
biological|jj-hl: 0.002577319587628866
warfare|nn-hl: 0.0006983240223463687
bw|nn: 3.376120027819229e-05
incubation|nn: 2.7008960222553833e-05
infections|nns: 9.33776565943301e-05
alveolar|jj: 0.00014495321232424423
alveoli|nns: 7.470212527546409e-05
aerosol|nn: 4.726568038946921e-05
dosage|nn: 2.7008960222553833e-05
gallons|nns: 0.00011205318791319613
ulcer|nn: 3.376120027819229e-05
acutely|ql: 0.00035427491733585264
placid|jj-tl: 0.000501002004008016
nutrition|nn: 4.726568038946921e-05
improved|vbn-hl: 0.014814814814814815
farming|vbg-hl: 0.006944444444444444
frost|nn: 2.0256720166915374e-05
organic|jj-tl: 0.000250501002004008
nutrition|nn-tl: 7.715454054471106e-05
folly|nn-tl: 0.0003086181621788442
compost|nn: 5.401792044510767e-05
manure|nn: 4.051344033383075e-05
scoop|vb: 3.066073892380806e-05
delicious|jj: 6.442364992188632e-05
cabbage|nn: 2.7008960222553833e-05
mulch|nn: 4.051344033383075e-05
whole-wheat|nn: 4.051344033383075e-05
homemade|jj-hl: 0.002577319587628866
bread|nn-hl: 0.0006983240223463687
prompt|jj: 9.663547488282948e-05
grinding|nn: 6.752240055638458e-06
cereal|nn-hl: 0.0006983240223463687
remark|vb: 6.132147784761612e-05
deserts|nns: 5.6026593956598066e-05
sprayed|vbn: 0.00010574550581600282
apples|nns: 0.00011205318791319613
natural|jj-tl: 0.000250501002004008
associates|nns-tl: 0.00046707146193367583
ship|vb: 0.00018396443354284838
wholesome|jj-hl: 0.002577319587628866
candy|nn-hl: 0.0006983240223463687
chewing|nn: 2.0256720166915374e-05
bulletin|nn: 4.726568038946921e-05
packages|nns: 0.00011205318791319613
outdoor|jj-hl: 0.002577319587628866
exercises|nns-hl: 0.001658374792703151
UNK|jjr-hl: 0.058823529411764705
children|nns-hl: 0.006633499170812604
sane|jj-tl: 0.000751503006012024
fromm's|np$: 0.006002400960384154
capitalist|nn: 2.7008960222553833e-05
subgroups|nns: 0.00013072871923206216
relies|vbz: 0.0005537098560354374
berle|np: 0.0001195707410396676
private|jj-tl: 0.000250501002004008
infrequent|jj: 6.442364992188632e-05
analysts|nns: 0.00011205318791319613
opinion|nn-tl: 7.715454054471106e-05
alienation|nn-nc: 0.01694915254237288
various|jj-tl: 0.000250501002004008
quotes|vbz: 0.0005537098560354374
capitalism|nn-nc: 0.00847457627118644
evangelism|nn: 4.051344033383075e-05
lay|jj-tl: 0.000501002004008016
evangelism|nn-tl: 0.0001543090810894221
responsibility|nn-tl: 7.715454054471106e-05
list|nn-tl: 7.715454054471106e-05
membership|nn-tl: 0.0003086181621788442
preparation|nn-tl: 0.0001543090810894221
assimilation|nn-tl: 7.715454054471106e-05
membership|nn-hl: 0.0013966480446927375
local|jj-tl: 0.000501002004008016
fourth|od-hl: 0.125
important|jj-hl: 0.002577319587628866
suggestions|nns-hl: 0.001658374792703151
lord's|np$-tl: 0.029411764705882353
means|vbz-tl: 0.125
join|vb-tl: 0.020833333333333332
duties|nns-tl: 0.00046707146193367583
loyalty|nn-tl: 7.715454054471106e-05
about|in-hl: 0.004048582995951417
transfers|nns-hl: 0.001658374792703151
reception|nn-hl: 0.0006983240223463687
church|nn-tl-hl: 0.009615384615384616
fellowship|nn-tl-hl: 0.009615384615384616
assimilation|nn-hl: 0.0006983240223463687
members|nns-hl: 0.003316749585406302
rankin|np: 0.0002690341673392521
barton|np: 0.0007473171314979224
powers|np: 0.0001793561115595014
froze|vbd: 3.940886699507389e-05
hitch|nn: 2.7008960222553833e-05
dill|np: 0.0003288195378590859
kruger|np: 0.0001494634262995845
grass|nn-tl: 7.715454054471106e-05
road's|nn$: 0.0027991602519244225
morgan's|np$-tl: 0.007352941176470588
cap|np: 0.0002092487968194183
two|cd-hl: 0.011389521640091117
juan|np-tl: 0.0002572678157962439
fuse|nn: 1.3504480111276917e-05
hague|np: 0.0002690341673392521
crumpled|vbd: 3.940886699507389e-05
pits|nns: 7.470212527546409e-05
kodyke|np: 0.0002092487968194183
dread|jj: 1.610591248047158e-05
deja|fw-rb: 0.21875
vue|fw-vbn: 0.5833333333333334
seemingly|ql: 0.00035427491733585264
something|pn-tl: 0.2
about|in-tl: 0.001394700139470014
myself|ppl-tl: 1.0
westminster|np-tl: 0.0005145356315924878
wakeful|jj: 6.442364992188632e-05
interpretation|nn-tl: 0.00023146362163413317
embraces|vbz: 0.0004152823920265781
bombing|vbg: 0.0001724435247456458
glibly|rb: 0.00011333371111237037
comprised|vbn: 0.00017624250969333803
theory|nn-tl: 7.715454054471106e-05
representative|jj-tl: 0.000250501002004008
solitary|nn: 6.752240055638458e-06
deserts|vbz: 0.0002768549280177187
tired|vbd: 0.00015763546798029557
treasure|nn: 2.0256720166915374e-05
bel|np: 2.98926852599169e-05
incorrect|jj: 6.442364992188632e-05
gradient|jj: 1.610591248047158e-05
depew|np: 0.0001195707410396676
boris|np-tl: 0.0002572678157962439
mussorgsky|np: 0.0002092487968194183
reserves|vbz: 0.00013842746400885935
phrasing|nn: 1.3504480111276917e-05
boris|np: 0.0002690341673392521
pimen|np: 0.0001494634262995845
varlaam|np: 0.0001195707410396676
rangoni|np: 0.0001793561115595014
monk|nn: 8.777912072329996e-05
quieter|jjr: 0.002103049421661409
characterizes|vbz: 0.0005537098560354374
accompaniment|nn: 5.401792044510767e-05
labored|vbn: 7.049700387733522e-05
charm|vb: 6.132147784761612e-05
arresting|jj: 4.831773744141474e-05
rebels|vbz: 0.00013842746400885935
princess|nn: 2.7008960222553833e-05
orders|vbz: 0.00013842746400885935
mityukh|np: 0.0001494634262995845
replies|vbz: 0.0002768549280177187
files|vbz: 0.00013842746400885935
over|jj: 4.831773744141474e-05
orchestral|jj: 4.831773744141474e-05
fear|nn-tl: 7.715454054471106e-05
flock|vb: 3.066073892380806e-05
psalmist|nn: 3.376120027819229e-05
mine|pp$: 6.105378838756945e-05
psalm|nn: 6.752240055638458e-06
UNK|hvz: 0.0012536564981195152
fondly|rb: 0.00011333371111237037
UNK|rp: 0.00017190991920233798
plumb|ql: 0.0004723665564478035
helpfully|rb: 0.00011333371111237037
westerly|jj: 3.221182496094316e-05
wildcat|nn: 2.0256720166915374e-05
whatsoever|wps: 0.0007865757734661773
vs.|in-tl: 0.000697350069735007
lurched|vbd: 0.00019704433497536947
crawl|nn: 1.3504480111276917e-05
mopped|vbn: 7.049700387733522e-05
mcbride|np: 0.0003288195378590859
single|vb: 3.066073892380806e-05
UNK|to: 6.93625580911424e-05
mumbled|vbd: 0.00019704433497536947
slugged|vbd: 0.00011822660098522167
racket|nn: 3.376120027819229e-05
withdrawn|vbn: 0.00014099400775467044
donna|np: 0.0001195707410396676
herd|vb: 6.132147784761612e-05
UNK|beg: 0.0076103500761035
hosses|nns: 9.33776565943301e-05
drift|vb: 9.198221677142419e-05
marched|vbn: 0.00010574550581600282
drifts|nns: 7.470212527546409e-05
UNK|ppls: 0.0029585798816568047
kill|nn: 2.0256720166915374e-05
drove|vbn: 7.049700387733522e-05
denoted|vbd: 7.881773399014778e-05
givin'|vbg: 0.00028740587457607634
rio|np: 0.0001195707410396676
mixed|vbn-nc: 0.1111111111111111
herd|nn-nc: 0.00847457627118644
mustard|vb: 3.066073892380806e-05
throwin'|vbg: 0.00022992469966086107
peck|nn: 6.752240055638458e-06
feared|vbn: 0.00014099400775467044
brute|nn: 2.7008960222553833e-05
yank|nn: 6.752240055638458e-06
longhorns|nns: 1.8675531318866023e-05
'im|ppo: 0.0005554012774229381
hoss|nn: 3.376120027819229e-05
UNK|nns-nc: 0.038461538461538464
UNK|nn+md: 1.0
longhorn|nn: 1.3504480111276917e-05
UNK|jjr+cs: 1.0
'round|in: 8.549273739195855e-06
reds|nns: 3.7351062637732046e-05
countin'|nn: 6.752240055638458e-06
cheer|vb: 6.132147784761612e-05
range|nn-nc: 0.00847457627118644
delivery|nn-nc: 0.00847457627118644
21|cd-hl: 0.002277904328018223
loop|nn-hl: 0.0006983240223463687
rustler|nn-nc: 0.00847457627118644
hustler|nn-nc: 0.00847457627118644
wrangler|nn: 2.0256720166915374e-05
rustle|vb: 6.132147784761612e-05
UNK|uh-nc: 0.6
mill|np: 2.98926852599169e-05
struggled|vbn: 3.524850193866761e-05
positivist|nn: 4.726568038946921e-05
broad|np: 2.98926852599169e-05
causing|nn: 6.752240055638458e-06
marty|np: 0.0004184975936388366
burst|vbn: 0.00010574550581600282
squire|np: 5.97853705198338e-05
squire|nn: 2.0256720166915374e-05
jarrodsville|np: 0.0001793561115595014
land|np: 5.97853705198338e-05
blank|nn: 6.752240055638458e-06
stared|vbn: 7.049700387733522e-05
rebel|nn-tl: 0.0003086181621788442
juvenile|nn: 3.376120027819229e-05
chicken|nn-tl: 0.00023146362163413317
upton|np: 0.0005380683346785041
letter|nn-tl: 0.0001543090810894221
flint|np: 8.96780557797507e-05
winslow|np: 0.0003288195378590859
customs|nns-tl: 0.00046707146193367583
stanley's|np$: 0.001600640256102441
spelman|np-tl: 0.0005145356315924878
census|nn-tl: 0.00023146362163413317
pension|nn-tl: 7.715454054471106e-05
spelman|np: 0.0002690341673392521
giles|np: 0.0002092487968194183
principal|nn-tl: 7.715454054471106e-05
climbing|nn: 6.752240055638458e-06
riding|nn: 1.3504480111276917e-05
anniversary|nn-tl: 0.00023146362163413317
boarding|vbg: 0.00022992469966086107
improvement|nn-tl: 7.715454054471106e-05
packard|np-tl: 0.0002572678157962439
halls|nns-tl: 0.00046707146193367583
rhetoric|nn: 3.376120027819229e-05
founders|nns-tl: 0.0018682858477347033
seminary|nn: 1.3504480111276917e-05
messenger|nn-tl: 0.0001543090810894221
roberta|np: 0.0001793561115595014
waving|nn: 6.752240055638458e-06
shouts|nns: 3.7351062637732046e-05
vince|np: 0.0003288195378590859
damn|uh: 0.005208333333333333
grosse|np: 0.0002690341673392521
ain't|bem*: 1.0
UNK|wrb+do: 1.0
barney|np: 0.0002391414820793352
ya|ppo: 9.256687957048968e-05
UNK|wrb+in: 1.0
pacing|nn: 2.0256720166915374e-05
canadian|np: 2.98926852599169e-05
cried|vbn: 0.00017624250969333803
coke|nn: 1.3504480111276917e-05
shout|vb: 0.00012264295569523224
fast|ql: 0.00011809163911195088
catskill|np: 0.0001494634262995845
russell's|np$: 0.0028011204481792717
mexicans|nps: 0.009836065573770493
quiet|vb: 6.132147784761612e-05
pels|np: 0.0001793561115595014
offers|nns: 1.8675531318866023e-05
vermejo|np: 0.0002092487968194183
scrub|jj: 1.610591248047158e-05
committing|vbg: 0.00028740587457607634
perpetuating|vbg: 0.00022992469966086107
inflicted|vbn: 3.524850193866761e-05
die|fw-nn: 0.0035460992907801418
gonzales|np: 0.0001793561115595014
maxwell|np-tl: 0.0002572678157962439
kerosene|nn: 4.051344033383075e-05
methodically|rb: 0.00017000056666855557
square|rb: 2.8333427778092593e-05
entrenched|vbd: 3.940886699507389e-05
wired|vbd: 0.00011822660098522167
p.|np-tl: 0.0002572678157962439
lower|np-tl: 0.0002572678157962439
alex's|np$: 0.004001600640256103
repaired|vbd: 7.881773399014778e-05
exposed|vbd: 0.00015763546798029557
crosses|nns: 1.8675531318866023e-05
knocking|nn: 6.752240055638458e-06
exceedingly|rb: 5.6666855556185186e-05
greatcoat|nn: 3.376120027819229e-05
garment|nn: 4.051344033383075e-05
manifested|vbd: 0.00011822660098522167
tread|nn: 2.0256720166915374e-05
suite|fw-nn: 0.0035460992907801418
transverse|jj: 6.442364992188632e-05
leaps|nns: 5.6026593956598066e-05
elapsed|vbd: 3.940886699507389e-05
giselle|np: 5.97853705198338e-05
fille|fw-nn: 0.02127659574468085
chambre|fw-nn: 0.014184397163120567
lavatory|nn: 2.7008960222553833e-05
suppressed|vbd: 3.940886699507389e-05
assailed|vbn: 0.00014099400775467044
nested|vbn: 7.049700387733522e-05
greer|np: 0.0001793561115595014
garson|np: 0.0002690341673392521
neiman-marcus|np-tl: 0.0002572678157962439
exposition|nn-tl: 0.0001543090810894221
ballroom|nn-tl: 7.715454054471106e-05
hat|nn-tl: 7.715454054471106e-05
crippled|vbn-tl: 0.0017921146953405018
cerebral|jj-tl: 0.000250501002004008
treatment|nn-tl: 0.0001543090810894221
go|nn: 6.752240055638458e-06
jersey|nn: 6.752240055638458e-06
down|np-tl: 0.0002572678157962439
reared|vbn: 0.00010574550581600282
scholarships|nns: 0.00014940425055092818
repertory|nn-tl: 7.715454054471106e-05
arrow|nn-tl: 7.715454054471106e-05
coward|np: 0.0001195707410396676
random|jj-tl: 0.000250501002004008
pride|nn-tl: 0.0001543090810894221
prejudice|nn-tl: 7.715454054471106e-05
forsythe|np-tl: 0.0002572678157962439
saga|nn-tl: 7.715454054471106e-05
conversion|nn-tl: 7.715454054471106e-05
tribe|nn: 2.7008960222553833e-05
adept|jj: 6.442364992188632e-05
trout|nn: 6.752240055638458e-06
orchestra|nn-tl: 0.0015430908108942211
tuberculosis|nn-tl: 7.715454054471106e-05
cancer|nn-tl: 0.00023146362163413317
flourishes|vbz: 0.0002768549280177187
gravy|nn: 2.7008960222553833e-05
here|rb-tl: 0.025
dishes|vbz: 0.00013842746400885935
dining|nn-tl: 7.715454054471106e-05
hides|vbz: 0.00013842746400885935
morocco|np-tl: 0.0002572678157962439
cadillac|np-tl: 0.0002572678157962439
lightly|ql: 0.00011809163911195088
seasoned|vbn: 0.00014099400775467044
danish|jj: 0.00011274138736330107
heritage|nn-tl: 0.00023146362163413317
drexel|np: 5.97853705198338e-05
chestnut|nn: 6.752240055638458e-06
outdoors|nn: 1.3504480111276917e-05
composite|nn-tl: 0.00023146362163413317
decorating|vbg: 0.00022992469966086107
serving|nn: 6.752240055638458e-06
poster|nn: 2.0256720166915374e-05
keynote|vb: 9.198221677142419e-05
price|np: 5.97853705198338e-05
trail|nn-tl: 0.0001543090810894221
fanning|np: 2.98926852599169e-05
go|vb-tl: 0.03125
somewhere|rb-tl: 0.025
anywhere|rb-tl: 0.025
mineral|nn-tl: 7.715454054471106e-05
wells|nn-tl: 7.715454054471106e-05
moon|np: 2.98926852599169e-05
newspaper|nn-tl: 7.715454054471106e-05
herford|np: 0.0001494634262995845
sr.|np: 0.0001793561115595014
reporter|nn-tl: 7.715454054471106e-05
hetman|np: 0.0003587122231190028
hetman's|np$: 0.003201280512204882
bernard|np-tl: 0.0002572678157962439
flushing|np: 2.98926852599169e-05
bradford|np: 0.0001494634262995845
hamm|np: 0.0002092487968194183
statue|nn-tl: 7.715454054471106e-05
bugs|np: 8.96780557797507e-05
baer|np: 0.0001494634262995845
gentlemen|nns-tl: 0.00046707146193367583
armistice|nn-tl: 0.0001543090810894221
pipeline|nn: 2.7008960222553833e-05
derby|nn: 2.7008960222553833e-05
rewrite|nn: 1.3504480111276917e-05
today|nr-tl: 0.003389830508474576
helm|np: 2.98926852599169e-05
honor|nn-tl: 0.0001543090810894221
clouded|vbd: 3.940886699507389e-05
monroe|np: 0.0001793561115595014
wendell|np: 0.0002092487968194183
westminster|np: 0.000597853705198338
back|rb-hl: 0.041666666666666664
met|np-hl: 0.0020491803278688526
met|np: 5.97853705198338e-05
bulletins|vbz: 0.00013842746400885935
rush|np: 2.98926852599169e-05
lawn|nn-tl: 7.715454054471106e-05
tennis|nn-tl: 0.00023146362163413317
fashion|nn-tl: 7.715454054471106e-05
geraghty|np: 0.0001195707410396676
visa|nn: 3.376120027819229e-05
first|rb-hl: 0.0625
honolulu|np-hl: 0.0020491803278688526
honolulu|np: 0.0001195707410396676
debutante|nn-tl: 7.715454054471106e-05
actress|nn-tl: 7.715454054471106e-05
towne|nn-tl: 7.715454054471106e-05
columnist|nn-tl: 7.715454054471106e-05
sunny|np: 2.98926852599169e-05
stein|nn: 1.3504480111276917e-05
comic|nn: 1.3504480111276917e-05
aiding|vbg-tl: 0.007575757575757576
stricken|vbn-tl: 0.0017921146953405018
gift|nn-tl: 7.715454054471106e-05
carnegie|np: 8.96780557797507e-05
drum|nn-tl: 7.715454054471106e-05
fur|in: 8.549273739195855e-06
knight|np-tl: 0.0002572678157962439
must|md-tl: 0.375
fall|vb-tl: 0.010416666666666666
brain|nn-tl: 7.715454054471106e-05
yards|nns-tl: 0.00046707146193367583
nobody's|pn+hvz: 0.3333333333333333
berlin's|np$: 0.0012004801920768306
sentry|nn-tl: 7.715454054471106e-05
dept.|nn: 6.752240055638458e-06
tarzan|np: 0.0001195707410396676
kids|vbz: 0.00013842746400885935
dolce|fw-jj-tl: 0.07462686567164178
vita|fw-nn-tl: 0.031446540880503145
swim|nn: 6.752240055638458e-06
misses|vbz: 0.0004152823920265781
angel|nn-tl: 0.0003086181621788442
twist|nn-tl: 7.715454054471106e-05
advisory|nn: 1.3504480111276917e-05
goddam|jj: 6.442364992188632e-05
thelma|np: 0.0001793561115595014
kentucky|np-tl: 0.0002572678157962439
sock|vb: 3.066073892380806e-05
parted|vbn: 0.00010574550581600282
know|nn: 1.3504480111276917e-05
hurt|jj: 1.610591248047158e-05
swell|jj: 4.831773744141474e-05
etcetera|rb: 0.00025500085000283333
sposato|np: 0.0001195707410396676
thieving|vbg: 0.00022992469966086107
stiff|nn: 1.3504480111276917e-05
claire|np: 0.0004782829641586704
chattering|vbg: 0.0001724435247456458
blasphemous|jj: 8.052956240235791e-05
wicked|jj-tl: 0.000250501002004008
haunt|nn: 1.3504480111276917e-05
loves|nns: 3.7351062637732046e-05
wines|nns: 0.0004482127516527845
beneath|rb: 5.6666855556185186e-05
mustn't|md*: 0.006097560975609756
alastor|np-tl: 0.0010290712631849757
sustained|vbd: 3.940886699507389e-05
thrill|vb: 3.066073892380806e-05
beauties|nns: 9.33776565943301e-05
siege|nn-tl: 7.715454054471106e-05
rebelled|vbd: 7.881773399014778e-05
terrace|nn-tl: 0.0001543090810894221
miami|np-hl: 0.006147540983606557
17|cd-hl: 0.018223234624145785
orioles|nps: 0.00819672131147541
major-league|nn-tl: 7.715454054471106e-05
athletics|nns-tl: 0.0009341429238673517
hits|vbz-hl: 0.013888888888888888
homer|nn-hl: 0.0006983240223463687
oriole|np: 0.0001494634262995845
a's|nn: 2.7008960222553833e-05
hyde|np: 0.0001195707410396676
house|np-tl-hl: 0.2
throws|vbz-hl: 0.013888888888888888
wild|rb-hl: 0.020833333333333332
throneberry|np: 0.0001195707410396676
shortstop|nn-tl: 7.715454054471106e-05
breeding|np: 0.0001195707410396676
hartman|np-hl: 0.0020491803278688526
impressive|jj-hl: 0.002577319587628866
hartman|np: 0.0001195707410396676
robinson|np-hl: 0.0020491803278688526
doubles|vbz-hl: 0.013888888888888888
house|np: 5.97853705198338e-05
buddy|np: 2.98926852599169e-05
lumpe|np: 8.96780557797507e-05
russ|np: 0.0006277463904582549
flock|nn-tl: 0.00023146362163413317
lumpe|np-hl: 0.0020491803278688526
scoring|nn: 6.752240055638458e-06
blasted|vbd: 0.00011822660098522167
carey|np-hl: 0.0020491803278688526
field|vb: 6.132147784761612e-05
hansen|np: 0.000298926852599169
pounds|nns-hl: 0.001658374792703151
lighter|jjr-hl: 0.058823529411764705
seeks|vbz-hl: 0.013888888888888888
skinny|np: 2.98926852599169e-05
wilhelm|np: 8.96780557797507e-05
sheldon|np-hl: 0.0020491803278688526
hill|nn-hl: 0.0006983240223463687
squad|nn-hl: 0.0006983240223463687
cut|nn-hl: 0.0013966480446927375
near|rb-hl: 0.020833333333333332
someplace|nn: 6.752240055638458e-06
md.|np-hl: 0.0020491803278688526
fresh|jj-tl: 0.000751503006012024
purse|nn-tl: 0.0001543090810894221
jockey|nn-tl: 0.0001543090810894221
races|nns-hl: 0.001658374792703151
bet|vbd: 3.940886699507389e-05
gets|vbz-hl: 0.027777777777777776
first|od-hl: 0.25
win|nn-hl: 0.0006983240223463687
better|jjr-tl: 0.13333333333333333
rosy|jj-tl: 0.000250501002004008
UNK|vbd-tl: 0.16666666666666666
cleveland|np-hl: 0.0020491803278688526
meet|nn: 4.726568038946921e-05
k.|np-tl: 0.0002572678157962439
c.|np-tl: 0.0005145356315924878
indoor|jj: 6.442364992188632e-05
butcher|np: 2.98926852599169e-05
san|np-hl: 0.0020491803278688526
francisco|np-hl: 0.0020491803278688526
waters|np: 0.0001195707410396676
franklin|np-tl: 0.0010290712631849757
swelling|nn: 6.752240055638458e-06
petersburg|np-hl: 0.0020491803278688526
yankee|np-tl: 0.0005145356315924878
donated|vbd: 3.940886699507389e-05
kehl|np: 0.000298926852599169
champion|vb: 3.066073892380806e-05
strasbourg|np: 0.0001793561115595014
voyage|fw-nn: 0.0035460992907801418
non|fw-rb: 0.09375
fuchs|np: 0.0001195707410396676
volunteer|nn: 2.0256720166915374e-05
esther|np: 0.0002690341673392521
watch|nn-tl: 7.715454054471106e-05
rhine|np-tl: 0.0005145356315924878
chill|jj: 1.610591248047158e-05
pains|fw-nns: 0.012345679012345678
pont|np: 0.0010163512988371746
strasbourg|np-tl: 0.0005145356315924878
kehl|np-tl: 0.0002572678157962439
neighborhood|nil: 0.006493506493506494
i|nil: 0.006493506493506494
had|nil: 0.006493506493506494
many|nil: 0.006493506493506494
friends|nil: 0.006493506493506494
among|nil: 0.006493506493506494
them|nil: 0.006493506493506494
taking|nil: 0.006493506493506494
part|nil: 0.006493506493506494
their|nil: 0.006493506493506494
games|nil: 0.006493506493506494
trying|nil: 0.006493506493506494
desperately|nil: 0.006493506493506494
translate|nil: 0.006493506493506494
fairy|nil: 0.006493506493506494
tales|nil: 0.006493506493506494
an|nil: 0.012987012987012988
cologne|np: 0.0001793561115595014
campaign|nn-tl: 7.715454054471106e-05
citizen|nn-tl: 0.0001543090810894221
thrift|nn-tl: 0.0003857727027235553
philmont|np-tl: 0.0007718034473887317
philmont|np: 2.98926852599169e-05
basin|nn-tl-hl: 0.009615384615384616
street|nn-tl-hl: 0.009615384615384616
beat|nn-tl-hl: 0.009615384615384616
basin|nn-tl: 7.715454054471106e-05
oysters|nns: 0.00014940425055092818
scenic|jj-hl: 0.002577319587628866
stock|vb: 3.066073892380806e-05
walnut|nn-tl: 0.0005400817838129774
bundle|nn-hl: 0.0006983240223463687
centers|nns-hl: 0.001658374792703151
agencies|nns-tl: 0.00046707146193367583
it's|pps+bez-hl: 1.0
david's|np$-tl: 0.007352941176470588
lacy|np: 2.98926852599169e-05
chance|np: 2.98926852599169e-05
hole|np: 2.98926852599169e-05
putt|np: 2.98926852599169e-05
camp|vb: 3.066073892380806e-05
noted|vbn-hl: 0.007407407407407408
artist|nn-hl: 0.0006983240223463687
nicholas|np: 0.0001494634262995845
assisting|vbg-hl: 0.006944444444444444
entertained|vbd: 0.00015763546798029557
major|np: 5.97853705198338e-05
son-in-law|nn: 2.7008960222553833e-05
janssen|np: 0.0001195707410396676
greenwich|np: 8.96780557797507e-05
temple|np: 2.98926852599169e-05
conrad|np: 0.000298926852599169
wall|np: 0.0001195707410396676
debutante|nn: 2.7008960222553833e-05
lady|np: 2.98926852599169e-05
katherine|np: 0.0001494634262995845
sweet|jj-tl: 0.000250501002004008
misses|nns-tl: 0.00046707146193367583
satin|nn: 3.376120027819229e-05
edging|nn: 6.752240055638458e-06
forgot|vbn: 3.524850193866761e-05
booby|nn: 1.3504480111276917e-05
jolt|nn: 1.3504480111276917e-05
harlem|np-tl: 0.0007718034473887317
stirring|nn: 6.752240055638458e-06
berry|nn: 1.3504480111276917e-05
feathered|vbd: 3.940886699507389e-05
battery|nn-tl: 0.0001543090810894221
westchester|np-tl: 0.0007718034473887317
manor|nn: 2.0256720166915374e-05
sound|nn-tl: 0.0001543090810894221
bearded|vbd: 3.940886699507389e-05
jersey|nn-tl: 0.0001543090810894221
hook|np: 2.98926852599169e-05
indies|nps: 0.004098360655737705
provincial|jj-tl: 0.000250501002004008
captain's|nn$: 0.004198740377886634
mercury|np: 5.97853705198338e-05
swells|nns: 7.470212527546409e-05
watching|nn: 1.3504480111276917e-05
westchester|np: 2.98926852599169e-05
david's|np$: 0.0012004801920768306
odyssey|nn: 6.752240055638458e-06
buckle|nn: 1.3504480111276917e-05
whigs|nps: 0.003278688524590164
tories|nps: 0.004918032786885246
bankrupt|vb: 3.066073892380806e-05
peg|np: 2.98926852599169e-05
malraux's|np$: 0.003201280512204882
trees|nns-tl: 0.0028024287716020553
altenburg|np-tl: 0.0010290712631849757
hope|nn-tl: 0.0003857727027235553
bodies|vbz: 0.00013842746400885935
engages|vbz: 0.00013842746400885935
throws|vbz: 0.0006921373200442968
humiliation|nn: 3.376120027819229e-05
composed|vbd: 0.00015763546798029557
framing|nn: 3.376120027819229e-05
narrator|nn: 7.427464061202304e-05
resistance|nn-tl: 7.715454054471106e-05
biographical|jj: 6.442364992188632e-05
clustered|vbn: 0.00010574550581600282
silk|nn-tl: 7.715454054471106e-05
blood|nn-tl: 0.0001543090810894221
UNK|fw-ppo: 0.75
commanding|nn: 6.752240055638458e-06
mingled|vbn: 0.00017624250969333803
shocks|vbz: 0.00013842746400885935
frost|np: 8.96780557797507e-05
canada|np-hl: 0.0020491803278688526
canadian|jj-tl: 0.000751503006012024
blanket|vb: 3.066073892380806e-05
prime|nn: 6.752240055638458e-06
middle|jj-hl: 0.002577319587628866
atlantic|jj-hl: 0.002577319587628866
flaming|vbg-tl: 0.007575757575757576
foliage|nn-tl: 7.715454054471106e-05
southeast|jj-tl-hl: 0.041666666666666664
prairie|np: 0.0002391414820793352
chien|np: 0.0002391414820793352
53|cd-tl: 0.0022497187851518562
rye|np: 2.98926852599169e-05
americana|np-hl: 0.0020491803278688526
pleasure|nn-hl: 0.0006983240223463687
domes|nns-hl: 0.001658374792703151
corn|nn-tl: 0.0001543090810894221
carnival|nn: 1.3504480111276917e-05
hunt|np: 2.98926852599169e-05
territorial|jj-tl: 0.000501002004008016
lewis|np-tl: 0.0002572678157962439
clark|np-tl: 0.0005145356315924878
books|nns-hl: 0.001658374792703151
clock|nn-hl: 0.0006983240223463687
hands|nns-hl: 0.001658374792703151
and|cc-tl-hl: 1.0
salinger|np: 0.0001195707410396676
awaited|vbn: 3.524850193866761e-05
catcher|nn-tl: 7.715454054471106e-05
rye|nn-tl: 7.715454054471106e-05
head|nn-tl-hl: 0.009615384615384616
monsieur|np-hl: 0.0020491803278688526
m.|np-hl: 0.0020491803278688526
matter|nn-tl-hl: 0.009615384615384616
life|nn-tl-hl: 0.009615384615384616
death|nn-tl-hl: 0.009615384615384616
autobiography|nn: 2.7008960222553833e-05
upper-middle-class|nn: 3.376120027819229e-05
dark|jj-tl-hl: 0.041666666666666664
rider|nn-tl-hl: 0.009615384615384616
rural|jj-tl-hl: 0.041666666666666664
free|jj-tl-hl: 0.041666666666666664
dance|nn-hl: 0.0006983240223463687
russians|nps-hl: 0.125
la.|np: 0.0002092487968194183
mist|nn-tl: 0.00023146362163413317
movies|nns-hl: 0.001658374792703151
purple|jj-tl-hl: 0.041666666666666664
noon|nn-tl-hl: 0.009615384615384616
records|nns-hl: 0.003316749585406302
quick|rb-hl: 0.020833333333333332
acting|vbg-hl: 0.006944444444444444
pleasant|jj-hl: 0.002577319587628866
green|jj-hl: 0.005154639175257732
purple|jj-hl: 0.002577319587628866
cure-all|nn: 2.7008960222553833e-05
boating|vbg-hl: 0.006944444444444444
west|nr-hl: 0.1
coast|nn-hl: 0.0013966480446927375
motorists|nns: 9.33776565943301e-05
buzz|vb: 3.066073892380806e-05
shingles|nns: 9.33776565943301e-05
corinthian|jj-tl: 0.000250501002004008
gulf|nn-tl-hl: 0.009615384615384616
coast|nn-tl-hl: 0.009615384615384616
hurricane|nn-tl: 7.715454054471106e-05
fishing|nn: 6.752240055638458e-06
pirate|nn: 1.3504480111276917e-05
isle|nn-tl: 7.715454054471106e-05
