The tag-bigram has the form ti|ti-1
bedz|do: 9
do|(: 3
hv|.: 29
(|jjt: 4
do*|): 1
ppss+md|rb: 18
pps+bez|nn: 4
--|:: 4
fw-in|``: 1
fw-at|fw-in: 5
doz*|'': 1
3|vb: 1
nn|3: 3
2|nn: 8
vbz|.: 19
ppss+md|nns-hl: 1
fw-uh-nc|``: 1
''|fw-uh-nc: 1
cd|nn-hl: 9
2|cc: 1
4|nn: 3
nn-hl|nn: 2
jjt|vbz: 4
wrb|jjt: 4
fw-nn|ber: 1
fw-in|fw-nn: 27
fw-nn|fw-in: 49
fw-nn|.: 6
:|fw-nn: 1
vb|:: 20
fw-nn|vbn: 5
nns-hl|vbn-hl: 10
2|nns-hl: 1
vb|nn-hl: 2
vb|nns-hl: 9
3|in: 2
4|rb: 1
2|rb: 8
4|nns: 1
ex|bez*: 2
to|hvg: 8
vbg-tl|at-tl: 11
rb|bem: 25
wrb|ppl: 4
doz|wrb: 13
at-tl|vbd: 7
fw-cs|``: 1
fw-at|fw-cs: 1
fw-vbz|fw-nn: 2
,|fw-vbz: 2
fw-at|,: 2
fw-jj|fw-at: 5
fw-nn|fw-jj: 18
fw-rb|fw-nn: 3
fw-cc|fw-rb: 3
fw-at|fw-cc: 3
ppls|nn: 2
pn|hvz: 10
``|ql: 16
hv|): 9
fw-wdt|nn: 10
hvz|fw-wdt: 1
*|be: 5
rb|to: 29
ppls|ber: 2
,|fw-wdt: 3
vbz-tl|nn-tl: 7
--|vbz-tl: 1
wrb-tl|--: 1
.|wrb-tl: 1
ex|abn: 5
md*|ap: 3
hvd|dti: 4
jjt|vbn: 2
ppss|wps: 10
np$|(: 9
in-tl|np-tl: 34
:|bedz: 6
nns-tl|vbn: 8
nps-tl|in-tl: 3
be|nn-tl: 10
dt|doz: 13
*|dt: 5
hvz|.: 6
ben|nn: 13
ex+bez|cc: 10
wrb|rbr: 6
--|doz: 1
nr-tl|in: 5
cc|nr-tl: 25
nr-tl|cc: 9
wps|nr-tl: 2
np$|jj-tl: 11
ppss|nns-tl: 3
ql|nn-tl: 11
nps-tl|nn-tl: 8
abn|od: 19
,|dts: 20
cc|fw-nn: 14
vbg|nn-tl-hl: 1
--|do: 8
fw-nn|jjt: 1
nns-tl|nns: 1
hv|nns-tl: 12
bedz|nr-tl: 8
do|nr-tl: 1
hvz|nr-tl: 7
vbd|nr-tl: 8
abl|*: 4
cs|nr-tl: 10
pn|(: 4
)|nr-tl: 3
nn$-tl|in-tl: 5
fw-vb|fw-nn: 2
,|fw-vb: 6
''|fw-vbg: 1
nr-tl|jj: 12
at|nr-tl: 5
hvd|abn: 6
pps-tl|,: 1
doz*-tl|pps-tl: 1
vb|doz*-tl: 1
ppo-tl|vb: 1
.|ppo-tl: 1
ex|(: 5
nr-tl|,: 2
ql|nr-tl: 3
nr-tl|cs: 2
ex|'': 3
ex|vbd: 22
nps|cd: 38
nr-tl|--: 1
--|nr-tl: 9
pn$|vbg: 8
jjr|dt: 4
,|pp$$: 31
ppl|cs: 14
hv|ppls: 3
do|dod*: 2
rbr|dt: 4
wrb|ap: 6
od-tl|``: 1
nr-tl|abx: 1
dt|nr-tl: 2
cd|nn$: 11
vbn|nps-tl: 1
jj-tl|wdt: 6
rb|nps-tl: 1
pn|md: 13
be|np: 12
vbd|vb: 7
jj-tl|vbn: 22
dt|md: 15
be|dt: 9
bez*|.: 6
)|bez: 2
np|cc-tl: 16
vbz|dts: 1
nr$|wrb: 1
jj|nr$: 13
---hl|vbg-hl: 3
rb-hl|---hl: 3
vbn-hl|rb-hl: 3
at|vbn-hl: 11
hvz|vb: 5
nr$|cc: 4
nns|dt: 10
rp|'': 2
nns-tl|.: 19
at|cd-tl: 3
nn-tl|bedz: 15
rbr|hvd: 16
pp$|cd: 7
pp$|ap: 5
nps|nn: 14
hvg|nps: 1
dti|hvg: 7
abx|wdt: 4
fw-nn-tl|at: 51
fw-jj-tl|fw-nn-tl: 21
,|fw-jj-tl: 8
ppss|hvd: 10
ben|ppss: 12
ql|do: 15
fw-at|``: 4
md|dti: 9
ex|cd: 6
fw-*|``: 2
fw-cd|fw-*: 1
fw-nn|fw-cd: 1
*|(: 10
dts|bed: 8
vbg-tl|,: 5
ppo|vbg-tl: 1
(|dts: 2
,|wql: 1
nns|ql: 1
--|jj-tl: 4
ex|:: 9
--|fw-jj-tl: 1
vbg|np-tl: 13
nn-tl|'': 7
wdt|np-tl: 8
--|bedz: 7
--|nps: 6
vb-tl|cc: 1
ppo|vb-tl: 2
pp$$|ben: 2
np|ber: 31
np$|rp: 9
.|jj-tl: 28
at|dti: 2
dti|ppl: 3
in|nr-tl: 19
hv|rp: 1
jj-tl|vbg: 27
ql-tl|nn: 1
jj-tl|ql-tl: 5
at-tl|jj-tl: 1
rb|hvn: 4
np$|nns: 4
jj-tl|jjr: 2
pps|nps: 4
--|ber: 6
beg|nns: 28
ppl|hvd: 1
cc|abn: 15
np|wp$: 3
*|beg: 1
nn|ex: 4
dti|ex: 7
'|at: 24
''|wps: 2
cc|qlp: 8
cs|dts: 3
*|ppss: 17
dod|pn: 5
pn$|dod: 2
jjt|pn$: 3
,|hvn: 2
pp$$|bed: 3
to|pp$$: 1
qlp|nn: 3
abl|bez: 9
ppss|vbg: 17
at|ppss: 11
nn|ap$: 3
md|pp$$: 6
np$|bed: 4
fw-jj-tl|in: 2
fw-nn-tl|fw-jj-tl: 18
bez|fw-nn-tl: 2
vbd|bez: 2
wpo|np: 6
fw-nn|cc: 9
fw-jj|jj: 2
wdt|fw-nn: 2
ppl|ppss: 10
fw-pp$|fw-cc: 1
fw-np|fw-pp$: 1
,|fw-np: 1
vb|pn: 37
cd-tl|in-tl: 16
od-tl|pp$: 4
fw-jj|np: 1
wdt|fw-jj: 1
wp$|cd: 1
cc|*: 3
od-tl|jj: 3
.|fw-ppl: 2
be|pn: 1
fw-nn-tl|jj: 4
fw-at-tl|jj: 2
fw-nns-tl|fw-at-tl: 2
--|fw-nns-tl: 1
fw-nn|vb: 4
:|ppl: 7
at-tl|(: 8
ppo|doz: 10
jj|np$-tl: 5
vbn-tl|jj: 11
bed|nr-tl: 3
nns-tl|vbg-tl: 14
jjs|jj: 4
nn|od-tl: 4
wql|rbr: 1
cd-hl|in-hl: 13
ap|cd-hl: 1
be|vb: 3
``|jj-tl: 3
nns-tl|cd: 29
jj-tl-hl|:: 1
nn-tl-hl|jj-tl-hl: 13
,-hl|nn-tl-hl: 8
cd-hl|,-hl: 9
``|cd-hl: 3
jj-tl-hl|.: 8
:|cd: 8
cs|nns-tl: 19
dt-hl|in-hl: 3
nn-hl|dt-hl: 4
in-hl|vbd-hl: 2
do|ap: 2
vbd|vbd: 10
pp$|nns-tl: 3
md|vbd: 19
beg|np-tl: 1
pps|ex: 3
vbg|md: 2
''|md: 11
od|hvd: 1
jjt|vbd: 1
pn$|ben: 3
dod|vbn: 5
uh|vbd: 2
*|rbr: 1
hvz*|nn: 8
vbn|hvz*: 13
nn$|rb: 5
''|,: 11
hvd|np-tl: 11
np-hl|,-hl: 80
--|np-hl: 22
rb|doz*: 4
od|vbz: 2
doz*|np: 15
cd|pps+bez: 9
cs|dt+bez: 2
vbd|jj-tl: 8
pp$|nr: 6
*|ex+bez: 4
md*|ppo: 2
nn|pps+bez: 6
in|:-hl: 13
bedz|jj-tl: 6
cd|jjs: 4
do*|nps: 2
jjs|rp: 1
jjs|vbd: 3
jj|nns$-tl: 2
hvd|): 6
,|nn$-tl: 3
,|nn$: 6
pps+md|``: 9
nr|,: 23
--|nn-hl: 15
cd|nns$-tl: 2
nr|nr: 4
nns-tl|np: 10
nr|nps: 4
abl|hv: 7
(|vbg: 14
nns|ppls: 2
--|dts: 2
ql|dts: 6
nn-nc|nn: 6
dts|abx: 7
vb|'': 12
fw-jj-tl|``: 1
''|fw-jj-tl: 1
fw-jj|,: 2
dt|hvz: 11
md|wpo: 11
vbd|wpo: 5
ppss+md|nn: 16
pps+md|uh: 1
*|pps+md: 2
pps+md|vbd: 7
ppss|uh: 6
jjr|ap: 13
pps|uh: 3
vbn|pps+hvz: 25
vbd|hv*: 1
uh|uh: 14
do*|cc: 13
ppss|abx: 2
nn+hvd-tl|.: 1
ben|nn+hvd-tl: 1
hvd*|nn-tl: 2
wdt+dod|``: 1
pps|wdt+dod: 1
wdt+bez|.: 11
pps|wdt+bez: 4
ppss+hvd|``: 7
rbt|ppss+hvd: 1
nn+bez-tl|.: 1
vbn|nn+bez-tl: 1
do*|nn: 3
do*|pps: 9
.|do*: 2
dt+bez|--: 3
np$|*: 4
ppss+hvd|.: 13
rp|np-tl: 2
vbn|ppss+ber: 17
pps+hvd|vbd: 3
bedz*|nn-tl: 1
vbg|bedz*: 15
pn|nn-tl: 2
--|pp$: 2
ppss+hvd|vb: 3
pps+hvd|wdt: 4
vbg|nn$-tl: 4
pps+hvd|.: 16
abn|dod: 4
pps+hvd|rb: 1
cc|ben: 7
pps+hvd|nns: 2
vbd|hvd*: 1
nn-tl|rp: 5
wps+md|--: 1
pps|do*: 1
vbn|pps+bez: 14
nn+bez|.: 2
''|dts: 3
pps|od: 5
pps+md|rb: 6
ppl|be: 1
nn$-tl|): 1
dod|vbz: 1
wdt|:: 16
wpo|pps: 1
cc|do: 12
vbn-nc|``: 3
''|vbn-nc: 1
``|at-tl: 1
pn|wpo: 3
vbg|): 15
jjr|nns$-tl: 1
nn-tl|hv: 1
np$|cd: 2
nps$|at: 29
vbg|nps$: 2
vbd-hl|np-hl: 1
np-hl|cd-hl: 1
in-hl|np-hl: 13
.-hl|in-hl: 3
nns|nps$: 2
ap|rp: 17
bez*|cc: 4
dti|np: 9
nps-hl|cd-hl: 1
in-hl|nps-hl: 1
cd|np$-tl: 3
hvd|``: 4
bedz|hvd: 1
do*|': 1
'|rb: 5
rb|nn$-tl: 1
wdt|dod: 4
in-tl|``: 12
:|bed: 5
nns$|dts: 2
nr|nns$: 1
ap|np-tl: 4
nr|cd: 9
md*|wrb: 9
jj|md*: 1
nn|nps$: 16
nns|hvn: 9
--|in: 26
nns|ppss+ber: 1
to|cd-tl: 7
be|in: 5
in-hl|cd-hl: 3
np$|np-hl: 1
dt|nps: 4
cd|nns-tl: 6
vb+to|ppss: 2
vb|vb+to: 4
rp|pp$: 1
nn$|dti: 8
rbr|do: 8
nn$|vbd: 3
vbn|nn$: 11
''|hv: 6
nr-hl|.: 3
at|nr-hl: 1
rp|ben: 6
vb-nc|do*: 1
vb-nc|vb-nc: 1
ppo|vb-nc: 1
nn|ppss+bem: 1
wdt+hvz|in: 1
nr+md|rb: 1
be|nr+md: 1
ppss+ber|nns: 2
dod*|``: 3
abn|(: 4
nn+in|at: 1
jj|nn+in: 1
bed|vb: 3
hvd*|ppss: 21
rp|pn: 9
bed|abx: 13
rp|hvd: 7
``|ben: 9
np-tl|nn$: 1
in-tl|'': 3
``|in-tl: 3
in-tl|fw-nn-tl: 4
dts|ql: 2
nr$|,: 2
np|do: 1
pn$|at: 1
cd-hl|np-hl: 47
--|cd-hl: 34
vb|nr-tl: 6
nn$|vbn: 8
fw-nn|nn: 4
fw-cd|fw-in: 5
vbn|fw-cd: 1
vbg-tl|``: 13
fw-nn|'': 2
in|fw-cd: 3
fw-at-tl|``: 9
''|fw-nn-tl: 10
``|nns$: 1
jj-tl|jjt: 2
''|cd-tl: 14
jj-tl|jjs: 3
nn-tl|--: 11
ex|hvz: 3
ben|ex: 3
wps|ppl: 4
vbn-hl|nns-hl: 20
in|vbn-hl: 6
jjs|vb: 4
:|ap: 6
wps+bez|:: 1
at|wps+bez: 2
--|rbr: 8
jj|dtx: 4
wps|bez: 2
rp|rbr: 30
(-hl|np-hl: 9
jj-hl|(-hl: 5
)-hl|jj-hl: 4
--|)-hl: 20
jj|to: 5
nn-tl|wdt: 18
jj-hl|vbn-hl: 4
np|jj-hl: 3
pp$|hvg: 12
vbn-hl|np-hl: 3
np|vbn-hl: 5
nns$-tl|np-tl: 4
cd-tl|,: 52
jj-tl|cd-tl: 19
ap|nn-tl: 16
np-tl|cd-tl: 38
od-tl|np-tl: 2
cd|nr: 3
beg|jj: 10
np|beg: 4
fw-at-hl|.: 1
np-tl|fw-at-hl: 1
cd-tl|.: 21
cc-tl|cd-tl: 2
cd-tl|cc-tl: 2
nn$-tl|,: 3
nn-hl|do-hl: 1
np-tl|nns: 2
np-tl|nns-tl: 9
vbd-hl|nns-hl: 1
nns|vbd-hl: 1
np-tl|--: 4
od|nn$-tl: 4
in|nn$: 1
vb|vbg: 8
od|bedz: 7
np|:-hl: 11
nns|ben: 18
fw-nns|--: 1
bez-tl|nn-tl: 4
jj-tl|bez-tl: 2
hvd|jj-tl: 4
dti|bed: 14
vb-tl|np$: 2
at-tl|vb-tl: 8
bedz*|cc: 2
rb|bedz*: 20
pps|fw-nn: 2
cd|do: 3
wps|:: 2
rb|jjr: 15
np$|nn: 16
bedz*|ex: 8
ppl|jj: 5
dod*|rb: 23
be|ppls: 1
bedz*|wps: 2
qlp|vbn: 4
cc|hvd: 2
nns-tl|abn: 8
hv|vbn: 4
md*|np-tl: 1
''|beg: 1
bez|nps-tl: 1
bez|nr-tl: 11
dt|rbr: 9
cd-tl|in: 38
jj|nns-tl: 10
,|vbn-tl: 22
pp$-tl|in: 1
nn-tl|pp$-tl: 12
od-tl|np: 5
,|od-tl: 4
nns$|nn: 8
od|vbn: 7
od|vbd: 6
(|--: 6
bedz|dtx: 2
--|np-tl: 11
vbn-tl|np-tl: 6
vbg|vbn-tl: 1
fw-in|np: 1
np|fw-in: 2
hvz-tl|nn-tl: 3
at-tl|hvz-tl: 2
abl|--: 2
doz|'': 2
jjr|beg: 2
ber|abn: 6
hvn|ben: 1
wpo|cc: 4
pn$|vb: 9
ber|vbz: 1
cd|hvn: 5
rbt|nn: 9
``|ppl: 4
fw-nns|jjt: 1
nps|ppls: 1
nr$-tl|at: 6
jj|nr$-tl: 1
abn|wpo: 2
bez|*: 1
``|od: 4
dod|dts: 2
wrb|np-tl: 6
nns|md: 8
abx|ppo: 11
dti|abx: 1
ppss|dts: 8
dts|jj: 5
hvz|do: 1
vb-nc|``: 5
''|vb-nc: 4
jj-nc|vb-nc: 1
''|jj-nc: 8
vbg|wdt: 5
hvz|vbg: 9
ben|,: 10
:|rbt: 1
--|hvd: 5
od|dts: 7
rb|jjt: 4
in|': 23
abl|hvz: 3
wql|cc: 12
pps+hvd|cc: 4
hvd*|,: 5
hvg|ppss+ber: 3
np|ppss+bem: 5
rp|ppss+ber: 8
bedz*|rb: 4
*|wdt: 8
do*|nns: 17
ppss+ber|vb: 18
nps|rp: 3
rb|dt+bez: 4
hv|doz*: 6
vb|wrb: 9
abl|pps+bez: 4
ben|hv*: 2
ppss+hv|wdt: 4
bez|md: 3
rb|ppss+bem: 20
nn+bez|cc: 2
*|nn+bez: 1
jj-tl|dti: 6
np|wps: 16
abl|vbd: 13
nns|wps: 3
pp$|wrb+bez: 3
hvn|hv*: 2
dti|hvn: 3
vb+ppo|``: 22
hv|vb+ppo: 2
vbz|in: 5
pn|dt: 20
dts|np: 1
jjr|pn: 10
ap|nn$-tl: 3
pn|hvn: 3
pn|bed: 9
nrs|cc: 2
vbg|nrs: 1
cc|wdt: 3
wrb|dt: 4
in|pps+bez: 18
ber*|,: 11
ppo|ber*: 3
jjr|bed: 10
rbr|bed: 5
ql|dod: 5
od|vbg: 2
hvz|cd: 13
nns$|jj: 16
ql|abn: 15
hv|do: 4
bez*|dt: 12
rp|cs: 1
rbr|to: 3
.|beg: 9
jj|ppls: 12
ppss|jjr: 4
fw-vbn|fw-nn: 2
in|fw-vbn: 3
bez|be: 3
bem|rb: 4
to|:: 12
ap|jjt: 4
nns$|rp: 1
wp$|``: 1
jjr-tl|jj-tl: 2
np|at-tl: 3
hvg|--: 1
hvd|vbn: 10
nns-tl|--: 1
vbn-tl|nns-tl: 5
vbd|vbn-tl: 1
fw-jj-tl|np-tl: 3
vbd|in: 3
np|hvz: 5
pps|dts: 4
hvd|ap: 5
dt|np-tl: 2
wrb|np-hl: 2
np$-tl|in-tl: 6
vbd|rp: 6
nn$|``: 6
(|ber: 4
*|at: 4
dt$|cd: 4
nns|dt$: 5
rbr|jj: 8
wdt|beg: 4
cd|abx: 1
wps|fw-wdt: 1
dti|ap: 6
np-tl|wdt: 5
hvg|ber: 7
nns-tl|vbg: 8
pp$$|vbz: 2
''|abn: 17
pn|nn-hl: 2
dod|``: 19
ap|dod*: 1
wdt+bez|``: 22
at|wdt+bez: 14
jj|nr: 10
jjr|*: 3
dtx|ber: 2
''|*: 13
bed|wrb: 4
ppo|bed: 1
in|wps+bez: 3
cd|dt+bez: 2
pn|jj: 25
pps+hvz|nns: 2
vb|uh: 3
vbd|hvz: 2
nr-tl-hl|at-hl: 5
nn|nr-tl-hl: 1
nr-tl|pp$: 1
nn|nr-tl: 4
)|nrs: 1
dti|nr-tl-hl: 1
at|ppss+md: 1
50th|,: 1
in|50th: 1
at|nr-tl-hl: 2
nr-hl|at-hl: 1
nn|nr-hl: 2
ppss+md|nns: 7
in-tl|vbg-tl: 8
wrb|nns-tl: 4
in|hvg: 2
jjr|wdt: 4
ex+bez|nns: 1
beg|jjt: 1
jj-tl|beg: 1
np-tl|ber: 1
md|cd-tl: 9
ap|(: 7
wrb|jjr: 3
jjs|be: 2
,|jjs: 5
jjr|jjt: 1
bez|cd-tl: 7
)|at-tl: 3
)|nr: 6
jjr|): 8
cs|ql: 14
vbg|fw-nn: 2
vbn|rp: 7
vbd|fw-nn: 2
do|jj: 2
rp|dt: 8
fw-nns|cd: 1
nps|pp$: 8
bedz*|ppss: 18
.|bedz*: 2
dts|ppo: 5
dod|ppl: 5
vbn|wp$: 3
(|hvd: 1
abn|pps: 11
jjt|ap: 5
pps|np-tl: 6
vbn-tl|``: 4
od|rp: 1
hvd*|wps: 3
jj-tl|nns$: 2
wpo|,: 15
pp$|to: 4
ppss-tl|:: 1
md-tl|ppss-tl: 4
*-tl|md-tl: 1
hv-tl|*-tl: 1
ppo-tl|hv-tl: 1
vbn|ppo-tl: 1
:-hl|vb-hl: 19
nns|:-hl: 4
jj|:-hl: 5
vb|:-hl: 12
at|:-hl: 9
(|nns-hl: 2
:|): 10
4''|in: 3
(|nn-hl: 3
nn$|vbg: 6
2''|vbn: 2
''|2'': 9
4''|nns: 1
16''|in: 2
2''|rb: 1
4''|rb: 2
(|:-hl: 1
to-hl|.: 5
2''|nn: 2
2''|cc: 2
to-hl|nns-hl: 9
nn-hl|cd-hl: 3
:-hl|dt-hl: 1
wrb|:-hl: 2
nn-hl|vb-hl: 13
to-hl|nn-hl: 11
od|wdt: 1
nns-hl|vb-hl: 15
ap|:-hl: 3
rp-hl|vb-hl: 5
nns-hl|rp-hl: 1
:|nns-hl: 20
rb-hl|nns-hl: 1
:-hl|rb-hl: 2
rb+bez|.: 9
at|rb+bez: 6
``|bed: 17
nns$|bedz: 1
np|pps: 4
wps-tl|nns-tl: 1
do-tl|wps-tl: 1
nns-tl|do-tl: 1
wdt|jj-tl: 2
vbn|hvn: 5
,|ql: 8
beg|--: 2
pps|pps: 1
ppss+md|vbn: 3
``|ppls: 2
dts|be: 2
vbd|*: 1
hvg|*: 9
wps|*: 2
ppss+ber|pn: 1
ex|dts: 2
pps|nn$: 1
dod|hv: 1
rbr|hv: 1
fw-nn-tl|(: 3
fw-cc-tl|fw-nn-tl: 5
fw-nns-tl|fw-cc-tl: 2
)|fw-nns-tl: 3
np$|dod: 2
bez|abn: 9
pps|nr-tl: 2
abn|bez: 17
cs|wrb: 3
wrb-tl|``: 7
at-tl|wrb-tl: 6
vb-tl|nns-tl: 6
''|vb-tl: 21
nn$-tl|at-tl: 12
jjt|bedz: 8
at-tl|nn: 8
nps|at-tl: 4
cc-tl|nps: 2
pp$-tl|cc-tl: 5
fw-nps-tl|(: 1
fw-cc-tl|fw-nps-tl: 1
fw-pp$-tl|fw-cc-tl: 1
fw-nns-tl|fw-pp$-tl: 1
ap|np$: 11
dt|hvn: 2
nn|dt+bez: 2
fw-in-tl|np-tl: 2
fw-nn-tl|fw-in-tl: 10
nn|pp$$: 1
nn|wps: 2
rp|:: 1
ap|dt+bez: 1
nns|fw-nns: 2
pps|nrs: 1
to|fw-nn: 5
hv|'': 3
``|np-tl: 4
in-tl|,: 7
``|wdt: 10
nns-tl|vbz: 1
,|vb-tl: 7
jjt-tl|at: 3
nn-tl|jjt-tl: 4
fw-in|nn: 4
pn|cd: 1
uh-tl|,: 2
in-tl|uh-tl: 5
pn-tl|in-tl: 2
(|pn-tl: 1
wrb|ben: 3
cc|dts: 10
ql|nn$-tl: 4
vbz|vb: 7
,-hl|nns-hl: 21
nns-hl|,-hl: 14
*|nns-hl: 1
``|cd: 15
vb-tl|jj: 1
rb-tl|vb-tl: 7
cc-tl|rb-tl: 2
vb-tl|cc-tl: 6
jj-tl|vb-tl: 4
fw-nns|jj: 4
np$|.-hl: 3
nns$|cs: 2
nps|:: 3
nps|.: 18
at-hl|:-hl: 2
fw-nn|bez: 1
nns-tl|np$: 9
--|hvz: 3
jj|doz: 1
ql|.-hl: 6
beg|pps+bez: 1
dt-hl|.: 2
jj-hl|dt-hl: 1
nn-tl|nn$: 7
fw-nn|np: 2
fw-jj-nc|cc: 1
,|fw-jj-nc: 2
rb|.-hl: 8
jj|cd-hl: 1
hvd|vbg: 9
ppl|rp: 1
vbn-tl|bedz: 1
nn|vbn-tl: 8
nns|vbn-tl: 2
fw-in-tl|np: 1
np|fw-in-tl: 2
at-hl|np-hl: 4
ap|vbn-hl: 2
np|nn-hl: 17
nns$|vbg: 4
jj-tl|od-tl: 7
np$|vbn-hl: 1
cd-hl|vbz-hl: 1
nns-hl|cd-hl: 23
(-hl|cd-hl: 10
,|dod*: 3
,|to: 11
bedz|pp$$: 4
--|fw-nn-tl: 2
od-tl|np$: 11
bedz|od-tl: 2
nn|uh: 4
hvg|be: 2
fw-in-tl|fw-nn-tl: 14
fw-at-tl|fw-in-tl: 8
dod*|--: 1
ppss+bem|wdt: 8
cs|pps+bez: 5
ppo|hvz: 2
bed|dt: 2
in-hl|vbn-hl: 28
at|cd-hl: 9
jjs|ber: 1
rb|ex: 24
``|nn-hl: 13
wrb|nr: 8
fw-in|np-tl: 2
np-tl|fw-in: 1
'|.: 19
vb-hl|': 2
to-hl|vb-hl: 2
'|vb-hl: 2
rb-hl|vb-hl: 1
at|rb-hl: 3
nr$|.: 5
np|np-hl: 9
vbz-hl|.: 26
pps|nn-hl: 10
od-tl|,: 12
in-tl-hl|nn-tl-hl: 4
jj-tl-hl|in-tl-hl: 1
in-hl|,-hl: 2
.|np-hl: 5
nr|wdt: 1
.|bez*: 2
ex|wpo: 1
wps|jj: 19
ber|fw-jj-tl: 1
rb|fw-nn-tl: 2
do|fw-nn-tl: 1
hvz|fw-nn-tl: 3
ap|fw-nn-tl: 1
in|fw-nn-tl: 8
pn$|cc: 2
wps|nr: 2
rb|hv*: 3
cs-tl|``: 1
ppss+hv-tl|cs-tl: 1
vbn-tl|ppss+hv-tl: 1
''|vbn-tl: 1
ber-tl|wrb-tl: 1
ppss-tl|ber-tl: 1
,|ppss-tl: 2
pp$-tl|,: 3
nns-tl|vbd: 5
vbg|od: 10
do-tl|``: 4
wps-tl|do-tl: 1
np-tl|wps-tl: 1
vb-tl|np-tl: 2
rb-tl|``: 6
nr-tl|rb-tl: 1
ppo-tl|nn-tl: 1
nns-tl|ppo-tl: 1
uh-tl|``: 7
,|uh-tl: 2
dod*-tl|uh-tl: 1
pps-tl|dod*-tl: 1
vb-tl|pps-tl: 1
np-tl|pp$-tl: 3
cd-tl|``: 5
fw-rb-tl|uh-tl: 1
fw-at-tl|fw-rb-tl: 1
fw-rb-tl|fw-at-tl: 1
''|fw-rb-tl: 1
wql|rb: 5
jjs-tl|in: 8
to|dt: 15
at-tl|be: 2
pps+bez|:: 3
md|pp$: 2
''|nn$: 2
wps|rp: 4
do|nps: 3
cc|pp$$: 3
.|rb$: 2
cs|': 2
np-tl|': 4
nil|jj: 1
.|nil: 8
``|rp: 6
fw-wps|.: 1
fw-ppl+vbz|fw-wps: 1
fw-ppl+vbz|fw-ppl+vbz: 1
,|fw-ppl+vbz: 1
nps|--: 2
fw-rb|(: 1
)|fw-rb: 1
)|,: 5
dod|abn: 2
be|(: 2
)|at: 1
beg|bedz*: 1
,|beg: 8
dts|'': 3
nn-tl|dts: 3
dt|'': 5
vb|jjr: 6
beg|ppo: 2
nr$|ap: 2
nn-tl|nr$: 2
np-tl|nr$: 1
abx|pp$: 1
hvg|abx: 1
pps|qlp: 1
beg|wps: 2
abn|ben: 2
ben|dt: 1
do|cd: 1
dt|hv: 10
nn|to: 6
rb|np$: 8
dts|md: 2
dts|do: 6
bez|jjt: 7
jjt|ber: 4
bedz-hl|nn-hl: 1
vbn-hl|bedz-hl: 1
cd-hl|vbd-hl: 2
(|(: 14
nn$|nr: 3
nns$-tl|nn-tl: 7
nns-hl|vbz-hl: 6
nr|nns-tl: 2
nn$|,: 6
nn-tl|be: 6
nn$-hl|.: 17
jj-hl|nn$-hl: 1
cs|hvn: 3
``|nns-hl: 2
ex|bed: 1
pps|jjr: 6
in-hl|in-hl: 4
``|jj-hl: 1
np|uh: 7
wrb|be: 4
wps+bez|ppo: 2
nn|wps+bez: 2
ex|wps: 1
jj|dod: 6
nns$-tl|bedz: 1
in|nps$: 2
doz|pn: 9
''|jjr: 14
cc|cc: 9
pn+bez|.: 2
in|pn+bez: 1
np|doz: 4
cs|od: 4
hv|wrb: 2
''|ben: 4
ap|md: 3
wrb|od: 2
cd|nn$-tl: 3
nr|nps-tl: 2
hvd|nps-tl: 2
--|od: 3
nn-tl|nps-tl: 3
od|dti: 1
:|nr: 4
pps+bez|vbz: 5
vbz|rp: 2
np|nns$-tl: 3
,|abx: 7
dod|cd: 4
cc|nps-tl: 3
nn|nns$-tl: 6
wrb|'': 11
vbd|nps-tl: 3
rp|abx: 2
wpo|pn: 5
md|do: 3
dt|ppls: 2
hvz|jj-tl: 9
doz|jj-tl: 1
ql|bem: 15
be|nns-tl: 3
jj-nc|``: 7
rb-nc|vbn-nc: 1
in-nc|rb-nc: 1
np-hl|``: 4
vbz-hl|np-hl: 11
''|nn-hl: 9
dts|rp: 13
beg|np: 4
hvg|bed: 5
:|np-tl: 5
dti|doz: 3
to|pp$: 3
'|:: 8
abn|': 1
od|jjt: 1
be|ex: 11
ppo|'': 8
np-tl|wrb: 4
hvg|vbd: 4
hvn|hvg: 4
wpo|vb: 1
ppss|od: 3
abx|--: 5
cd-tl|nns-tl: 39
rb-tl|,: 3
cd-tl|rb-tl: 2
rb-tl|at: 1
vb|cd-tl: 3
vb+ppo|rb: 4
rb-tl|cd-tl: 2
nn-tl|rb-tl: 2
np-tl|'': 2
pps+bez|wdt: 6
ppss-hl|.: 3
vb-hl|ppss-hl: 11
np-hl|vb-hl: 4
abn|np$: 1
nn-tl|nns-hl: 2
cc-hl|rb-hl: 3
np|rb-hl: 1
jj-tl|nr: 2
hvz*|,: 1
nns-hl|): 4
vb|vbz-hl: 1
np-hl|nn-tl-hl: 5
fw-in+nn-tl|fw-nn-tl: 2
fw-in+at-tl|fw-in+nn-tl: 1
fw-nn-tl|np-tl: 5
fw-jj|fw-nn-tl: 1
bem|jj: 1
cs|ppss: 2
nr|jj-tl: 2
np-tl|od-tl: 12
nr|dt: 10
dts|nr: 2
jjr-tl|in: 4
np-tl|jjr-tl: 4
nr$|dt: 1
nn|cd-tl: 18
od-tl|nn: 2
jj-tl|np$-tl: 4
vbn-tl|od: 1
fw-nns-tl|np$: 1
fw-jj-tl|fw-nns-tl: 5
dts|``: 11
np|od-tl: 6
in|jj-tl: 13
bed|``: 4
